GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,SWL1,SWL2,SWL3,SWL4,SWL5,Game,Platform,Hours,earnings,whyplay,League,streams,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Gender,Age,Work,Degree,Birthplace,Playstyle,GAD_T,SWL_T,SPIN_T,Residence_ISO3
2,1,1,1,0,2,1,6,7,6,6,5,Other,PC,11.0,I play for fun,having fun,Unranked,0.0,1.0,1.0,2.0,2.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,3.0,Male,28,Employed,Masters,Canada,Singleplayer,8,30,30.0,CAN
1,0,1,1,1,1,0,6,6,6,7,2,Other,PC,12.0,I play for fun,having fun,Unranked,6.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,Male,18,Student at college / university,High School,UK,Multiplayer,5,27,11.0,GBR
1,0,1,2,1,2,1,2,3,2,2,2,Other,PC,25.0,I play for fun,improving,Gold,0.0,1.0,3.0,0.0,3.0,3.0,3.0,1.0,0.0,2.0,2.0,4.0,1.0,0.0,3.0,4.0,2.0,2.0,2.0,Male,24,Student at college / university,Bachelor,Canada,Multiplayer,8,11,34.0,CAN
3,3,3,3,3,1,2,5,7,5,5,1,Other,Smartphone / Tablet,9.0,I play for fun,having fun,Unranked,1.0,2.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,Male,19,Student at college / university,High School,USA,Multiplayer,18,23,17.0,USA
1,0,1,1,1,0,0,2,3,4,2,3,Starcraft 2,PC,6.0,I play for fun,relaxing,Gold,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Male,22,Student at college / university,Bachelor,USA,Multiplayer,4,14,13.0,USA
1,2,1,0,1,1,2,3,4,6,5,5,League of Legends,PC,20.0,I play for fun,having fun,Unranked,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,Male,19,Student at college / university,None,USA,Multiplayer,8,23,13.0,USA
3,3,3,3,0,0,0,1,3,1,1,1,Other,"Console (PS, Xbox, ...)",6.0,I play for fun,relaxing,Gold,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,Female,18,Student at school,High School,USA,Singleplayer,12,7,11.0,USA
1,1,0,1,0,2,1,2,5,2,4,1,Other,PC,20.0,I play for fun,Other,Gold,0.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,1.0,0.0,3.0,2.0,2.0,3.0,2.0,Female,22,Student at college / university,High School,USA,Singleplayer,6,14,47.0,USA
3,3,3,3,1,3,1,2,4,3,2,2,Other,"Console (PS, Xbox, ...)",10.0,I play for fun,having fun,Unranked,0.0,0.0,0.0,3.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0,2.0,1.0,Male,18,Student at college / university,High School,USA,Singleplayer,17,13,31.0,USA
1,0,1,1,0,2,0,2,6,3,4,3,Starcraft 2,PC,8.0,I play for fun,winning,Unranked,20.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,Male,20,Student at college / university,Bachelor,Germany,Multiplayer,5,18,16.0,DEU
0,0,0,0,0,0,0,6,5,6,4,4,Starcraft 2,PC,25.0,I play for fun,winning,Unranked,25.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,18,Student at school,None,UK,Multiplayer,0,25,9.0,GBR
0,0,0,0,1,0,0,5,5,5,6,3,Starcraft 2,PC,25.0,I play for fun,winning,Unranked,25.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,Male,22,Employed,Bachelor,South Africa,Multiplayer,1,24,15.0,ZAF
1,3,2,2,2,1,0,2,4,3,4,3,Starcraft 2,PC,16.0,for fun and to get better,improving,Unranked,5.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,Male,22,Student at college / university,High School,Germany,Multiplayer,11,16,45.0,DEU
0,0,0,0,0,1,0,5,5,6,5,2,League of Legends,PC,20.0,I play for fun,improving,Silver,5.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,Male,27,Student at college / university,High School,Germany,Multiplayer,1,23,15.0,DEU
0,0,0,0,0,0,0,2,5,5,4,2,Starcraft 2,PC,15.0,I play for fun,improving,Unranked,20.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Male,20,Unemployed / between jobs,High School,USA,Multiplayer,0,18,16.0,USA
0,0,0,0,0,0,0,6,6,6,5,6,Other,PC,50.0,I play for fun,improving,Platinum,4.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Male,20,Unemployed / between jobs,High School,Croatia,Multiplayer,0,29,5.0,HRV
2,2,3,1,1,3,1,2,3,1,1,1,League of Legends,PC,12.0,I play for fun,winning,Gold,5.0,2.0,2.0,2.0,4.0,4.0,4.0,0.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,Male,18,Student at college / university,High School,UK,Multiplayer,13,8,50.0,GBR
3,3,3,3,2,0,1,2,2,1,1,1,League of Legends,PC,28.0,I play for fun,having fun,Unranked,20.0,0.0,2.0,4.0,3.0,2.0,3.0,1.0,4.0,4.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,Male,19,Unemployed / between jobs,High School,Germany,Singleplayer,15,7,33.0,CHE
0,0,1,0,0,1,1,5,5,6,2,1,League of Legends,PC,25.0,I play for fun,improving,Gold,5.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,Male,19,Student at college / university,High School,Croatia,Multiplayer,3,19,21.0,HRV
0,0,0,0,0,0,0,6,6,6,6,6,League of Legends,PC,42.0,I play for fun,having fun,Unranked,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,Male,27,Employed,Bachelor,India,Multiplayer,0,30,15.0,IND
0,3,3,3,1,2,3,1,4,1,1,1,League of Legends,PC,20.0,I play for fun,having fun,Unranked,2.0,1.0,0.0,0.0,4.0,0.0,1.0,2.0,3.0,2.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,Female,21,Employed,High School,USA,Multiplayer,15,8,21.0,DEU
1,1,1,1,0,1,0,1,7,1,1,1,League of Legends,PC,14.0,I play for fun,relaxing,Platinum,4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,18,Student at college / university,High School,Netherlands,Multiplayer,5,11,11.0,NLD
1,1,1,1,2,2,1,2,2,1,2,1,League of Legends,PC,50.0,I play for fun,improving,Gold,5.0,2.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,Male,19,Student at college / university,High School,USA,Multiplayer,9,8,34.0,USA
1,0,1,1,2,2,0,1,6,1,1,2,League of Legends,PC,40.0,I play for fun,having fun,Unranked,15.0,1.0,3.0,3.0,3.0,0.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,Male,22,Student at college / university,High School,Denmark,Multiplayer,7,11,35.0,DNK
0,0,1,1,0,0,0,3,4,5,2,2,League of Legends,PC,10.0,I play for fun,having fun,Unranked,20.0,1.0,2.0,0.0,3.0,0.0,1.0,3.0,3.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,Female,20,Employed,High School,Portugal,Multiplayer,2,16,25.0,PRT
0,0,0,1,0,1,0,6,6,6,6,6,Starcraft 2,PC,10.0,To earn,improving,Unranked,5.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Male,22,Student at college / university,High School,UK,Multiplayer,2,30,12.0,GBR
0,1,1,0,1,0,1,3,6,2,7,1,League of Legends,PC,28.0,To earn,improving,Unranked,10.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,21,Student at college / university,Bachelor,France,Multiplayer,4,19,4.0,FRA
1,1,1,1,1,3,0,1,2,1,3,1,League of Legends,PC,30.0,I play for fun,having fun,Gold,20.0,2.0,0.0,2.0,1.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,2.0,Male,20,Unemployed / between jobs,Bachelor,France,Multiplayer,8,8,22.0,FRA
3,3,3,1,1,3,3,1,1,1,1,1,League of Legends,PC,28.0,I play for fun,having fun,Gold,8.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,0.0,4.0,3.0,0.0,3.0,1.0,1.0,2.0,3.0,Male,21,Employed,High School,UK,Multiplayer,17,5,34.0,GBR
1,1,1,1,0,0,0,3,5,3,3,3,League of Legends,PC,40.0,I play for fun,improving,Unranked,10.0,0.0,3.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,Male,23,Unemployed / between jobs,High School,Argentina,Multiplayer,4,17,26.0,ARG
1,0,0,0,1,1,0,2,2,2,2,1,League of Legends,PC,30.0,I play for fun,having fun,Gold,15.0,0.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,4.0,3.0,0.0,2.0,1.0,Male,18,Student at school,High School,Germany,Singleplayer,3,9,40.0,DEU
1,1,3,1,1,3,3,6,6,7,5,5,League of Legends,PC,30.0,I play for fun,winning,Platinum,15.0,1.0,2.0,3.0,4.0,4.0,1.0,0.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,0.0,4.0,2.0,Male,18,Employed,High School,Germany,Multiplayer,13,29,46.0,DEU
0,0,1,1,0,0,0,5,6,6,4,2,Other,PC,30.0,I play for fun,improving,Gold,8.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Female,20,Student at college / university,High School,Colombia,Multiplayer,2,23,17.0,DEU
1,0,1,2,0,2,0,2,3,4,2,6,League of Legends,PC,17.0,I play for fun,improving,Unranked,5.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,Male,27,Employed,High School,Estonia,Multiplayer,6,17,11.0,EST
0,0,0,1,1,1,0,3,4,5,4,3,League of Legends,PC,30.0,I play for fun,having fun,Unranked,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,Male,20,Employed,High School,UK,Multiplayer,3,19,6.0,GBR
0,0,1,1,0,2,0,3,6,5,5,3,League of Legends,PC,7.0,I play for fun,having fun,Silver,14.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,Male,34,Employed,Masters,Germany,Multiplayer,4,22,18.0,DEU
2,1,1,0,0,3,0,1,2,1,1,1,Starcraft 2,PC,14.0,I play for fun,winning,Unranked,10.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,4.0,2.0,4.0,4.0,0.0,4.0,4.0,2.0,1.0,2.0,Male,19,Unemployed / between jobs,High School,Russia,Multiplayer,7,6,46.0,RUS
1,1,1,1,0,1,1,2,5,4,5,5,League of Legends,PC,30.0,I play for fun,having fun,Gold,5.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,Male,21,Student at college / university,Bachelor,Slovakia,Singleplayer,6,21,28.0,CZE
0,0,3,0,0,0,0,2,2,2,2,4,League of Legends,PC,25.0,I play for fun,having fun,Gold,10.0,0.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,1.0,Male,20,Unemployed / between jobs,Bachelor,Netherlands,Multiplayer,3,12,25.0,NLD
1,1,0,1,2,0,0,6,6,6,7,6,League of Legends,PC,10.0,I play for fun,having fun,Gold,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,Female,20,Student at college / university,High School,Lithuania,Singleplayer,5,31,27.0,LTU
2,1,1,1,0,1,1,5,4,5,3,5,World of Warcraft,PC,45.0,I play for fun,improving,Gold,3.0,1.0,4.0,3.0,4.0,2.0,3.0,0.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,4.0,1.0,3.0,3.0,Male,35,Employed,None,UK,Multiplayer,7,22,43.0,IRL
2,3,2,1,0,1,2,6,7,6,3,5,League of Legends,PC,40.0,I play for fun,having fun,Unranked,15.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Female,18,Student at school,High School,Norway,Multiplayer,11,27,7.0,NOR
0,0,1,0,0,0,0,6,6,6,6,7,League of Legends,PC,12.0,I play for fun,improving,Platinum,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,Male,25,Employed,Ph.D,Germany,Multiplayer,1,31,5.0,DEU
1,1,1,0,2,1,1,4,4,5,3,5,League of Legends,PC,16.0,I play for fun,having fun,Silver,10.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,Male,19,Student at college / university,High School,Sri Lanka,Multiplayer,7,21,14.0,JPN
1,0,1,2,0,1,1,6,6,6,7,6,Starcraft 2,PC,13.0,I play for fun,improving,Gold,20.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,Male,23,Student at college / university,Masters,Belgium,Multiplayer,6,31,19.0,BEL
0,0,0,0,1,0,0,2,5,3,2,1,Counter Strike,PC,20.0,I play for fun,having fun,Unranked,5.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Male,19,Student at school,None,Switzerland,Multiplayer,1,13,13.0,CHE
0,0,0,0,0,0,1,5,6,6,6,4,League of Legends,PC,16.0,I play for fun,having fun,Gold,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Male,18,Student at school,High School,UK,Multiplayer,1,27,2.0,GBR
3,3,3,3,1,3,2,2,2,2,4,2,Other,Smartphone / Tablet,10.0,I play for fun,improving,Gold,0.0,0.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,Male,36,Employed,High School,Canada,Singleplayer,18,12,30.0,CAN
0,0,1,0,0,1,0,5,5,5,4,3,League of Legends,PC,12.0,I play for fun,improving,Gold,3.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,Male,18,Employed,High School,UK,Multiplayer,2,22,16.0,GBR
1,2,2,1,2,2,0,2,2,3,4,5,League of Legends,PC,21.0,I play for fun,having fun,Silver,5.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,Male,21,Student at college / university,High School,Croatia,Multiplayer,10,16,23.0,HRV
0,0,1,1,0,0,1,5,5,5,4,5,League of Legends,PC,5.0,I play for fun,having fun,Gold,10.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,Male,23,Employed,High School,Germany,Multiplayer,3,24,8.0,DEU
0,0,1,1,1,1,0,5,4,5,3,3,League of Legends,PC,40.0,I play for fun,improving,Unranked,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,Male,22,Student at college / university,High School,Finland,Multiplayer,4,20,14.0,FIN
1,1,1,0,0,0,0,2,6,5,1,1,Starcraft 2,PC,10.0,I play for fun,improving,Unranked,10.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Male,21,Student at college / university,High School,Canada,Multiplayer,3,15,13.0,CAN
1,1,0,1,0,1,1,5,5,6,5,4,League of Legends,PC,11.0,To earn,improving,Unranked,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Male,18,Student at college / university,High School,Singapore,Multiplayer,5,25,8.0,SGP
1,0,1,0,0,0,0,3,5,2,3,1,Other,PC,15.0,I play for fun,having fun,Unranked,5.0,2.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,3.0,Male,25,Employed,High School,UK,Singleplayer,2,14,35.0,GBR
1,0,0,0,3,1,0,2,6,5,6,6,League of Legends,PC,30.0,I play for fun,improving,Gold,10.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,0.0,2.0,4.0,4.0,3.0,0.0,2.0,3.0,0.0,3.0,2.0,Male,20,Student at college / university,High School,Belgium,Multiplayer,5,25,36.0,BEL
2,2,2,1,1,1,0,3,6,5,4,2,League of Legends,PC,12.0,I play for fun,winning,Platinum,5.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,0.0,3.0,0.0,0.0,2.0,3.0,Male,19,Student at college / university,High School,Argentina,Multiplayer,9,20,32.0,ARG
2,0,0,1,1,0,0,6,6,6,6,7,Starcraft 2,PC,15.0,I play for fun,having fun,Unranked,20.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,Male,18,Student at college / university,High School,UK,Multiplayer,4,31,4.0,GBR
0,0,0,0,1,0,1,5,5,5,6,5,League of Legends,PC,30.0,To earn,having fun,Unranked,5.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,Male,24,Employed,High School,Portugal,Multiplayer,2,26,12.0,PRT
0,0,0,0,0,0,0,5,5,5,4,5,Starcraft 2,PC,20.0,I play for fun,improving,Unranked,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Male,25,Employed,Masters,Romania,Multiplayer,0,24,3.0,ROU
0,0,0,0,0,0,0,5,6,5,3,3,League of Legends,PC,30.0,I play for fun,winning,Gold,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,23,Unemployed / between jobs,Bachelor,Poland,Multiplayer,0,22,2.0,POL
0,1,3,1,0,1,0,1,4,1,1,1,League of Legends,PC,21.0,I play for fun,improving,Platinum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,18,Student at college / university,High School,Germany,Multiplayer,6,8,0.0,DEU
1,0,0,1,0,1,0,2,3,3,1,4,League of Legends,PC,50.0,To earn,relaxing,Unranked,10.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,0.0,1.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,Male,21,Student at college / university,Bachelor,Austria,Multiplayer,3,13,22.0,AUT
0,0,0,0,0,1,0,2,5,6,2,3,League of Legends,PC,20.0,I play for fun,having fun,Gold,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Male,23,Student at college / university,High School,Netherlands,Multiplayer,1,18,3.0,NLD
1,1,1,1,2,0,0,5,6,5,4,3,League of Legends,PC,25.0,I play for fun,improving,Unranked,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,Male,22,Employed,Bachelor,Germany,Multiplayer,6,23,6.0,DEU
1,0,0,0,0,0,0,5,6,6,5,5,League of Legends,PC,17.0,I play for fun,having fun,Gold,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,19,Student at college / university,High School,Germany,Multiplayer,1,27,10.0,ARG
0,0,0,0,0,1,0,7,5,7,5,7,League of Legends,PC,50.0,To earn,Other,Platinum,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Male,18,Unemployed / between jobs,None,Denmark,Multiplayer,1,31,10.0,DNK
1,0,0,0,0,0,0,3,6,3,5,7,Other,PC,15.0,I play for fun,relaxing,Gold,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,Male,39,Employed,Bachelor,Sweden,Multiplayer,1,24,9.0,SWE
1,2,1,0,0,0,0,3,5,6,4,3,League of Legends,PC,10.0,I play for fun,improving,Gold,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,Male,25,Student at college / university,Bachelor,Germany,Multiplayer,4,21,2.0,DEU
1,2,3,2,3,0,0,4,2,5,2,1,Starcraft 2,PC,10.0,To earn,improving,Unranked,10.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,1.0,Male,21,Student at college / university,Masters,Netherlands,Multiplayer,11,14,23.0,DNK
1,1,1,0,0,0,0,1,2,2,2,1,League of Legends,PC,10.0,I play for fun,improving,Gold,5.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,Male,19,Employed,High School,Sweden,Multiplayer,3,8,12.0,SWE
1,1,1,3,0,3,0,3,3,5,7,4,Starcraft 2,PC,40.0,I play for fun,improving,Unranked,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,5.0,Male,25,Employed,High School,Bulgaria,Multiplayer,9,22,23.0,GBR
0,0,0,0,0,0,0,6,5,6,4,7,League of Legends,PC,10.0,I play for fun,having fun,Unranked,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,18,Student at college / university,High School,Canada,Multiplayer,0,28,1.0,CAN
1,0,0,1,1,0,0,2,6,4,6,5,Starcraft 2,PC,7.0,I play for fun,improving,Unranked,4.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,Male,19,Student at college / university,High School,USA,Multiplayer,3,23,10.0,USA
3,1,2,1,0,0,0,2,2,5,2,4,League of Legends,PC,25.0,I play for fun,improving,Gold,4.0,2.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,Male,20,Student at college / university,High School,Norway,Multiplayer,7,15,41.0,CHN
1,1,1,0,0,0,1,6,6,6,6,6,League of Legends,PC,20.0,I play for fun,having fun,Gold,10.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,Male,23,Student at college / university,Bachelor,Italy,Multiplayer,4,30,8.0,DEU
0,0,0,1,0,2,0,6,6,7,7,7,League of Legends,PC,14.0,I play for fun,improving,Silver,6.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,Male,29,Employed,Bachelor,UK,Multiplayer,3,33,8.0,GBR
0,1,0,0,0,0,0,3,3,6,6,3,Starcraft 2,PC,30.0,To earn,improving,Unranked,40.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,Male,22,Student at college / university,High School,Germany,Multiplayer,1,21,18.0,NLD
0,0,0,0,0,1,0,4,5,6,5,5,Starcraft 2,PC,15.0,To earn,improving,Unranked,20.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,Male,29,Employed,Masters,France,Multiplayer,1,25,12.0,FRA
2,2,2,1,0,1,1,3,5,4,6,2,League of Legends,PC,13.0,I play for fun,winning,Gold,10.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,3.0,4.0,0.0,2.0,3.0,Male,18,Student at school,None,Canada,Multiplayer,9,20,22.0,CAN
1,0,1,0,1,1,0,3,3,3,4,4,League of Legends,PC,20.0,I play for fun,improving,Gold,30.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,Male,18,Student at school,None,USA,Multiplayer,4,17,26.0,USA
2,2,2,2,1,3,2,2,3,3,2,3,League of Legends,PC,12.0,I play for fun,having fun,Silver,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Male,25,Unemployed / between jobs,Bachelor,UK,Multiplayer,14,13,8.0,GBR
1,0,0,1,0,1,0,2,2,5,3,5,League of Legends,PC,35.0,I play for fun,relaxing,Platinum,6.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,Male,21,Student at college / university,Bachelor,Portugal,Multiplayer,3,17,48.0,PRT
